time,open,close,high,low 
2021-04-06 06:59:00,1.18039,1.18047,1.18050,1.18038
2021-04-06 07:00:00,1.18045,1.18042,1.18045,1.18007
2021-04-06 07:01:00,1.18043,1.18048,1.18048,1.18034
2021-04-06 07:02:00,1.18047,1.18038,1.18048,1.18038
2021-04-06 07:03:00,1.18034,1.18044,1.18044,1.18028
2021-04-06 07:04:00,1.18046,1.18034,1.18048,1.18033
2021-04-06 07:05:00,1.18035,1.17985,1.18035,1.17971
2021-04-06 07:06:00,1.17986,1.17998,1.18007,1.17986
2021-04-06 07:07:00,1.17997,1.17993,1.18000,1.17979
2021-04-06 07:08:00,1.17992,1.18013,1.18014,1.17988
2021-04-06 07:09:00,1.18014,1.18029,1.18029,1.18003
2021-04-06 07:10:00,1.18030,1.18055,1.18059,1.18019
2021-04-06 07:11:00,1.18054,1.18053,1.18057,1.18040
2021-04-06 07:12:00,1.18050,1.18040,1.18050,1.18028
2021-04-06 07:13:00,1.18041,1.18028,1.18043,1.18021
2021-04-06 07:14:00,1.18027,1.17997,1.18028,1.17996
2021-04-06 07:15:00,1.17996,1.17986,1.18001,1.17976
2021-04-06 07:16:00,1.17986,1.18013,1.18017,1.17986
2021-04-06 07:17:00,1.18014,1.18013,1.18015,1.18002
2021-04-06 07:18:00,1.18014,1.18003,1.18016,1.18000
2021-04-06 07:19:00,1.18004,1.18009,1.18009,1.18001
2021-04-06 07:20:00,1.18012,1.18033,1.18035,1.18012
2021-04-06 07:21:00,1.18033,1.18018,1.18033,1.18018
2021-04-06 07:22:00,1.18022,1.18032,1.18038,1.18022
2021-04-06 07:23:00,1.18033,1.18030,1.18035,1.18028
2021-04-06 07:24:00,1.18031,1.18056,1.18058,1.18031
